gene	chromosome	start	end	log2	depth	weight	n_bins	segment_weight	segment_probes
OBI1-AS1	chr13	79046780	79206793	-0.461397	0.0055912	6.17358	7	12.4706	15
OBI1	chr13	79206793	79246797	-0.461397	0.0100522	1.52462	2	12.4706	15
LINC00331	chr13	79346805	79366807	-0.461397	0.00359964	0.848521	1	12.4706	15
LINC00333	chr13	84747268	84847277	-2.2271	0.00367314	3.33851	5	3.33851	5
LINC00351	chr13	85967373	86007377	-0.807388	0.00177485	1.99739	2	9.02381	10
MIR4500HG	chr13	88127558	88327575	-4.52585	0.00302632	6.06953	8	7.65338	10
SLITRK5	chr13	88327575	88347577	-4.52585	0.00164984	0.990133	1	7.65338	10
LINC01040	chr13	90127730	90147732	-0.415331	0.00869913	0.994762	1	11.4353	13
LINC00353	chr13	90187735	90227738	-0.415331	0.00534336	1.99382	2	11.4353	13
LINC01049	chr13	91127816	91147817	-0.421002	0.00534973	0.744078	1	10.7288	12
NALCN-AS1	chr13	101588713	101728725	-0.495303	0.0092865	4.47376	6	37.9704	48
NALCN	chr13	101728725	102088756	-0.495303	0.00718569	9.75446	14	37.9704	48
ITGBL1	chr13	102108757	102388781	-0.495303	0.00466651	10.353	12	37.9704	48
FGF14	chr13	102388781	102748812	-0.495303	0.00715119	13.3891	16	37.9704	48
LINC01309	chr13	104068925	104088927	-0.667858	0.00359964	0.792856	1	10.4287	13
FAM155A	chr13	107909255	108269286	0.526317	0.00971783	12.1673	15	12.1673	15
TNFSF13B	chr13	108949344	108969346	-0.412134	0.00694931	0.836552	1	15.5686	19
MYO16	chr13	109289373	109429385	-0.412134	0.00534622	4.69872	6	15.5686	19
MYO16	chr13	109489390	109669406	-0.588015	0.00570405	5.15749	7	5.15749	7
NOVA1	chr14	27062405	27082407	-1.26137	0.0106489	0.561909	1	7.39828	10
LINC02588	chr14	27082407	27262423	-1.26137	0.00512967	5.83766	8	7.39828	10
LINC02293	chr14	27282425	27302427	-1.26137	0.00179982	0.998702	1	7.39828	10
LOC728755	chr14	27782469	27942483	-1.78841	0.00305151	5.55512	7	5.55512	7
PRKD1	chr14	30042670	30402702	-0.461072	0.00450706	11.7861	14	39.8004	51
G2E3-AS1	chr14	30902746	31042759	-0.461072	0.00927581	5.50738	7	39.8004	51
G2E3	chr14	31082762	31102764	-0.461072	0.00179982	0.828424	1	39.8004	51
SCFD1	chr14	31102764	31182771	-0.461072	0.00309997	1.93785	3	39.8004	51
SCFD1	chr14	31202773	31222775	-1.63465	0.00894911	0.769665	1	6.54684	9
COCH	chr14	31342786	31362787	-1.63465	0.00714964	0.921855	1	6.54684	9
STRN3	chr14	31362787	31402791	-1.63465	0.00217843	1.60667	2	6.54684	9
LRFN5	chr14	42063738	42083740	-4.95469	0.00509949	0.878383	1	4.01445	5
RPL10L	chr14	47104186	47124188	-0.434706	0.00339966	0.827246	1	8.53097	12
MDGA2	chr14	47324206	47384211	-0.434706	0.00353702	1.59124	2	8.53097	12
MDGA2	chr14	47904257	48024268	-6.59286	0.00234417	3.78359	5	3.78359	5
GPR137C	chr14	53084718	53104719	-0.956413	0	0.573235	1	10.3614	13
ERO1A	chr14	53124721	53164725	-0.956413	0.0035904	1.76455	2	10.3614	13
PSMC6	chr14	53164725	53204728	-0.956413	0.00694151	1.91504	2	10.3614	13
STYX	chr14	53204728	53244732	-0.956413	0.00609245	1.80556	2	10.3614	13
GNPNAT1	chr14	53244732	53264734	-0.956413	0.00519948	0.381006	1	10.3614	13
FERMT2	chr14	53304737	53384744	-0.956413	0.0113917	3.33072	4	10.3614	13
DIO2-AS1	chr14	80907190	80927192	-1.85706	0.00179982	0.886064	1	4.41025	6
CEP128	chr14	80947193	81047202	-1.85706	0.00559975	2.5811	4	4.41025	6
LINC02301	chr14	83107385	83167391	-1.02412	0.00178264	2.33497	3	4.1357	5
SPATA7	chr14	88887899	88907901	-0.650763	0.00179982	0.993982	1	10.1404	12
PTPN21	chr14	88927903	89027911	-0.650763	0.00575735	4.10696	5	10.1404	12
ZC3H14	chr14	89027911	89107919	-0.650763	0.0109479	3.46522	4	10.1404	12
EML5	chr14	89127920	89147922	-0.650763	0.00354965	0.580293	1	10.1404	12
EML5	chr14	89147922	89247931	-4.31261	0.00483645	4.05444	5	4.05444	5
C15orf41	chr15	36856906	37116884	-0.406402	0.00863294	8.55782	11	25.2352	34
LOC145845	chr15	37136882	37196877	-0.406402	0.00504818	1.78687	3	25.2352	34
MEIS2	chr15	37196877	37396860	-0.406402	0.00585666	6.00706	9	25.2352	34
SECISBP2L	chr15	49315860	49355856	-0.622734	0.00298953	1.32299	2	12.6577	16
COPS2	chr15	49395853	49415851	-0.622734	0.00530053	0.740989	1	12.6577	16
GALK2	chr15	49455848	49615835	-0.622734	0.00936295	6.39653	8	12.6577	16
FAM227B	chr15	49635833	49735824	-0.622734	0.00614074	3.61361	4	12.6577	16
ATP8B4	chr15	50135791	50195786	0.619918	0.00855761	1.86216	3	5.1509	7
DMXL2	chr15	51795652	51915641	-0.696965	0.00473114	3.03645	4	4.03103	5
ICE2	chr15	60754899	60774898	-1.04759	0.00885044	0.562671	1	4.27915	6
RORA	chr15	60774898	60894887	-1.04759	0.00430384	3.71647	5	4.27915	6
ITGA11	chr15	68694233	68734229	-0.417885	0.00937288	1.39146	2	14.9726	19
CORO2B	chr15	68834221	69034204	-0.417885	0.0107982	7.69112	10	14.9726	19
ANP32A	chr15	69054202	69114197	-0.417885	0.014871	2.40888	3	14.9726	19
GOLGA6L10	chr15	82713056	83033029	-0.409336	0.00785503	8.8433	12	51.2148	68
GOLGA6L17P	chr15	83033029	83213014	-0.409336	0.00685137	7.16507	9	51.2148	68
CPEB1	chr15	83213014	83333003	-0.409336	0.0112614	4.58495	6	51.2148	68
AP3B2	chr15	83333003	83392998	-0.409336	0.007348	2.00013	3	51.2148	68
ACTG1P17	chr15	83392998	83412997	-0.409336	0.0159008	0.783313	1	51.2148	68
FSD2	chr15	83412997	83492990	-0.409336	0.00679229	2.86794	4	51.2148	68
WHAMM	chr15	83492990	83512988	-0.409336	0.00520052	0.323986	1	51.2148	68
HOMER2	chr15	83512988	83632978	-0.409336	0.0108464	3.89264	5	51.2148	68
C15orf40	chr15	83652977	83692973	-0.409336	0.00971306	1.47177	2	51.2148	68
BTBD1	chr15	83692973	83752968	-0.409336	0.0106321	2.52024	3	51.2148	68
TM6SF1	chr15	83772967	83812963	-0.409336	0.0151459	1.65176	2	51.2148	68
HDGFL3	chr15	83812963	83892956	-0.409336	0.00658377	2.77162	4	51.2148	68
BNC1	chr15	83932953	83972950	-0.409336	0.0127078	1.23428	2	51.2148	68
SH3GL3	chr15	84112938	84252926	-0.409336	0.00938888	5.65475	7	51.2148	68
OR4F15	chr15	102351407	102371405	0.494719	0.0124012	0.724828	1	5.18757	7
OR4F13P	chr15	102371405	102391403	0.494719	0.0124012	0.995119	1	5.18757	7
OR4F4	chr15	102451398	102471397	0.494719	0.0106005	0.575408	1	5.18757	7
WASH3P	chr15	102491395	102511393	0.494719	0.0194019	0.427427	1	5.18757	7
CDH8	chr16	61956402	62056396	-0.549752	0.00554694	4.14677	5	4.14677	5
LINC02091	chr17	19999	39998	-0.627924	0.00540027	0.997513	1	9.81364	11
RPH3AL	chr17	59997	219988	-0.627924	0.00723316	5.1844	6	9.81364	11
LOC105371430	chr17	239986	259985	-0.627924	0.00880044	0.895735	1	9.81364	11
PRPSAP2	chr17	18758894	18838889	-0.473998	0.00995412	3.55717	4	30.3236	35
SLC5A10	chr17	18838889	18938883	-0.473998	0.00953484	4.59382	5	30.3236	35
GRAP	chr17	18938883	18958882	-0.473998	0.00895045	0.824706	1	30.3236	35
LOC79999	chr17	18978881	19138871	-0.473998	0.00813554	5.44646	7	30.3236	35
GRAPL	chr17	19018878	19078875	-0.473998	0.010813	2.35981	3	30.3236	35
SNORD3A	chr17	19078875	19098874	-0.473998	0.00175009	0.558402	1	30.3236	35
EPN2	chr17	19138871	19258864	-0.473998	0.00882983	5.5261	6	30.3236	35
B9D1	chr17	19258864	19298862	-0.473998	0.0103954	1.73162	2	30.3236	35
RNF112	chr17	19298862	19338859	-0.473998	0.0129774	1.74757	2	30.3236	35
SLC47A1	chr17	19418855	19498850	-0.473998	0.00872893	3.24767	4	30.3236	35
KANSL1	chr17	44237390	44317386	-0.4161	0.00909244	3.17459	4	7.37521	10
ARL17B	chr17	44357383	44457377	-0.4161	0.0121353	1.99342	3	7.37521	10
NSFP1	chr17	44457377	44497375	-0.4161	0.00509967	1.31718	2	7.37521	10
TRIM37	chr17	57076633	57196626	-0.597772	0.00546372	4.91975	6	25.8166	31
SKA2	chr17	57216624	57236623	-0.597772	0.0105005	0.733296	1	25.8166	31
PRR11	chr17	57236623	57296620	-0.597772	0.00836393	2.71537	3	25.8166	31
GDPD1	chr17	57296620	57356616	-0.597772	0.00588829	2.24114	3	25.8166	31
YPEL2	chr17	57416613	57496608	-0.597772	0.0129679	3.35871	4	25.8166	31
LINC01476	chr17	57496608	57616601	-0.597772	0.0110285	4.89618	6	25.8166	31
DHX40	chr17	57636600	57696596	-0.597772	0.00414654	2.65525	3	25.8166	31
CLTC	chr17	57696596	57736594	-0.597772	0.0080474	1.78545	2	25.8166	31
BAIAP2	chr17	79035337	79095333	-0.541858	0.00714392	2.51622	3	9.66539	13
AATK	chr17	79095333	79155330	-0.541858	0.0064765	2.37686	3	9.66539	13
CEP131	chr17	79155330	79195328	-0.541858	0.00459617	0.830334	2	9.66539	13
SLC38A10	chr17	79235325	79275323	-0.541858	0.0162222	1.53579	2	9.66539	13
LINC00482	chr17	79275323	79295322	-0.541858	0.00895045	0.898976	1	9.66539	13
BAHCC1	chr17	79375317	79435313	-0.512345	0.00649585	2.37098	3	64.5478	80
ACTG1	chr17	79475311	79495310	-0.512345	0.00530027	0.736046	1	64.5478	80
FAAP100	chr17	79495310	79535307	-0.512345	0.00798645	1.51456	2	64.5478	80
NPLOC4	chr17	79535307	79615303	-0.512345	0.0103338	3.43422	4	64.5478	80
CCDC137	chr17	79615303	79655300	-0.512345	0.00779207	1.93028	2	64.5478	80
HGS	chr17	79655300	79675299	-0.512345	0.00880044	0.996124	1	64.5478	80
SLC25A10	chr17	79675299	79695298	-0.512345	0.00535027	0.878362	1	64.5478	80
MCRIP1	chr17	79775293	79795292	-0.512345	0.0125006	0.902612	1	64.5478	80
P4HB	chr17	79795292	79835290	-0.512345	0.00693431	1.46028	2	64.5478	80
ANAPC11	chr17	79835290	79855289	-0.512345	0.00345017	0.943112	1	64.5478	80
MAFG	chr17	79875287	79895286	-0.512345	0.00355018	0.317094	1	64.5478	80
NOTUM	chr17	79895286	79935284	-0.512345	0.0086536	1.93194	2	64.5478	80
ASPSCR1	chr17	79935284	79995280	-0.512345	0.00476752	1.97256	3	64.5478	80
GPS1	chr17	79995280	80035278	-0.512345	0.00726077	1.58115	2	64.5478	80
FASN	chr17	80035278	80075276	-0.512345	0.00422372	1.04588	2	64.5478	80
CCDC57	chr17	80075276	80175270	-0.512345	0.00940774	3.15219	4	64.5478	80
SLC16A3	chr17	80175270	80215267	-0.512345	0.0089537	1.5072	2	64.5478	80
CSNK1D	chr17	80215267	80235266	-0.512345	0.0125506	0.998498	1	64.5478	80
LINC01970	chr17	80235266	80255265	-0.512345	0.00900045	0.653784	1	64.5478	80
CD7	chr17	80255265	80295263	-0.512345	0.0160822	1.90632	2	64.5478	80
TEX19	chr17	80315261	80335260	-0.512345	0.0126006	0.86671	1	64.5478	80
OGFOD3	chr17	80335260	80395257	-0.512345	0.0104439	2.13954	3	64.5478	80
HEXD	chr17	80395257	80415256	-0.512345	0.00720036	0.687153	1	64.5478	80
NARF	chr17	80415256	80455253	-0.512345	0.00892792	1.81558	2	64.5478	80
FOXK2	chr17	80475252	80575246	-0.512345	0.0138755	3.74891	5	64.5478	80
WDR45B	chr17	80575246	80615244	-0.512345	0.00180009	1.87882	2	64.5478	80
RAB40B	chr17	80635243	80675240	-0.512345	0.00707267	1.78871	2	64.5478	80
FN3K	chr17	80675240	80695239	-0.512345	0.0213511	0.809453	1	64.5478	80
TBCD	chr17	80735237	80915226	-0.512345	0.0102255	6.07995	7	64.5478	80
B3GNTL1	chr17	80915226	81015220	-0.512345	0.00481221	4.5211	5	64.5478	80
METRNL	chr17	81035219	81055218	-0.512345	0.00175009	0.72873	1	64.5478	80
RPL23AP87	chr17	81155212	81195210	-0.512345	0.00696771	1.27827	2	64.5478	80
SMCHD1	chr18	2639907	2719905	-1.06457	0.00495274	3.48855	4	4.48583	5
SMCHD1	chr18	2779902	2819901	-0.417318	0.00809916	1.37821	2	3.96952	5
EMILIN2	chr18	2839900	2899898	-0.417318	0.00984275	1.64107	2	3.96952	5
LOC104968399	chr18	3239886	3279885	-0.679034	0.00710854	1.49939	2	17.1084	22
LINC01895	chr18	3339883	3359882	-0.679034	0.0107005	0.780737	1	17.1084	22
TGIF1	chr18	3399881	3479878	-0.679034	0.00781522	2.47258	3	17.1084	22
DLGAP1	chr18	3479878	3739869	-0.679034	0.00873092	9.65839	12	17.1084	22
LINC01928	chr18	11439597	11459596	-0.639313	0.00180009	0.748524	1	8.35094	10
LINC01255	chr18	11479596	11519594	-0.639313	0.00450768	1.92468	2	8.35094	10
MIR7153	chr18	11639590	11659589	-0.555472	0.0107005	0.941195	1	14.8601	18
GNAL	chr18	11679589	11899581	-0.555472	0.00858765	7.87642	9	14.8601	18
MPPE1	chr18	11899581	11919580	-0.555472	0.00865043	0.993882	1	14.8601	18
IMPA2	chr18	11979578	11999577	-0.555472	0.0107505	0.590407	1	14.8601	18
ANKRD20A5P	chr18	14219499	14239498	-0.98944	0.00515026	0.563169	1	3.72378	6
CYP4F35P	chr18	14319496	14359494	-0.98944	0.00422369	0.99768	2	3.72378	6
ROCK1	chr18	18559346	18699341	-0.858405	0.00652976	3.9824	5	14.3888	19
GREB1L	chr18	18819337	18999331	-0.858405	0.00581897	5.52732	8	14.3888	19
PIK3C3	chr18	39658602	39678601	-0.643291	0.00890045	0.749768	1	8.52875	12
LINC00907	chr18	39778598	39938592	-0.643291	0.00874882	4.60828	7	8.52875	12
LINC00907	chr18	39978591	40278580	-0.455305	0.00515333	11.4203	13	12.6366	15
DCC	chr18	50618216	50738211	-6.37284	0.00261135	3.76218	5	3.76218	5
STARD6	chr18	51878171	51898171	-0.463817	0.00175	0.830482	1	7.02784	8
C18orf54	chr18	51898171	51918170	-0.463817	0.00360018	0.809012	1	7.02784	8
LINC01924	chr18	61937817	62097811	-0.429771	0.00599522	6.05028	7	13.8887	17
CDH7	chr18	63397765	63417764	-0.513286	0.00535027	0.802398	1	5.17877	8
CDH19	chr18	64237735	64257735	0.69987	0.0054	0.994732	1	4.76695	6
LINC01541	chr18	69177561	69257558	-0.557327	0.00130484	2.16776	3	23.0908	31
LINC01899	chr18	69437552	69457551	-0.557327	0.00175009	0.822083	1	23.0908	31
LINC02864	chr18	70817503	70917500	-1.23059	0.00348772	3.87693	4	9.53356	12
ATP9B	chr18	76817292	76957287	-0.592502	0.00752341	4.47802	7	5.97627	9
WASH5P	chr19	60010	80013	-0.484982	0.0214468	0.997562	1	16.0251	20
OR4F17	chr19	100016	120019	-0.484982	0.0143478	0.997562	1	16.0251	20
LINC01002	chr19	180028	220034	-0.484982	0.00435867	1.56634	2	16.0251	20
PLPP2	chr19	280043	300046	-0.484982	0.0106484	0.333893	1	16.0251	20
MIER2	chr19	300046	360055	-0.484982	0.00544906	2.68284	3	16.0251	20
SHC2	chr19	400061	460070	-0.484982	0.0106815	1.99389	3	16.0251	20
MADCAM1	chr19	480073	520080	-0.484982	0.00854249	1.30991	2	16.0251	20
CDC34	chr19	520080	560086	-0.484982	0.00952356	1.81237	2	16.0251	20
POLRMT	chr19	620095	640098	-0.514746	0.0106484	0.909716	1	46.1401	57
RNF126	chr19	640098	680104	-0.514746	0.00889343	1.98942	2	46.1401	57
FSTL3	chr19	680104	700107	-0.514746	0.00714893	0.721207	1	46.1401	57
PALM	chr19	700107	760116	-0.514746	0.0053272	2.7136	3	46.1401	57
MISP	chr19	760116	780119	-0.514746	0.0139979	0.62718	1	46.1401	57
PTBP1	chr19	800122	820125	-0.514746	0.0053492	0.735967	1	46.1401	57
AZU1	chr19	820125	840128	-0.514746	0.00359946	0.735929	1	46.1401	57
CFD	chr19	840128	880134	-0.514746	0.00617462	1.62739	2	46.1401	57
R3HDM4	chr19	880134	900137	-0.514746	0.00704894	0.906208	1	46.1401	57
ARID3A	chr19	920140	980149	-0.514746	0.0101846	2.64304	3	46.1401	57
WDR18	chr19	980149	1000152	-0.514746	0.00524921	0.913122	1	46.1401	57
TMEM259	chr19	1020155	1040159	-0.514746	0.0034993	0.721187	1	46.1401	57
ABCA7	chr19	1040159	1080165	-0.514746	0.0110493	1.01748	2	46.1401	57
POLR2E	chr19	1080165	1100168	-0.514746	0.0157976	0.949544	1	46.1401	57
SBNO2	chr19	1120171	1160177	-0.514746	0.00434585	1.93215	2	46.1401	57
STK11	chr19	1200183	1220186	-0.514746	0.00874869	0.735967	1	46.1401	57
MIDN	chr19	1240189	1260192	-0.514746	0.0053492	0.996173	1	46.1401	57
CIRBP	chr19	1260192	1280195	-0.514746	0.0053492	0.728649	1	46.1401	57
EFNA2	chr19	1300198	1320201	-0.514746	0.00884867	0.909692	1	46.1401	57
PWWP3A	chr19	1340204	1380210	-0.514746	0.00873461	1.64914	2	46.1401	57
GAMT	chr19	1380210	1400213	-0.514746	0.0122982	0.9436	1	46.1401	57
RPS15	chr19	1420216	1460222	-0.514746	0.00955818	1.66758	2	46.1401	57
APC2	chr19	1460222	1480225	-0.514746	0.00884867	0.333893	1	46.1401	57
REEP6	chr19	1480225	1500228	-0.514746	0.00354947	0.943621	1	46.1401	57
PLK5	chr19	1520231	1540234	-0.514746	0.00744888	0.697969	1	46.1401	57
MEX3D	chr19	1540234	1580241	-0.514746	0.0113294	1.48961	2	46.1401	57
UQCR11	chr19	1580241	1600244	-0.514746	0.00539919	0.991708	1	46.1401	57
TCF3	chr19	1620247	1660253	-0.514746	0.00726134	1.72342	2	46.1401	57
ONECUT3	chr19	1760268	1780271	-0.514746	0.0140479	0.949564	1	46.1401	57
REXO1	chr19	1800274	1860283	-0.514746	0.00717226	2.23976	3	46.1401	57
ABHD17A	chr19	1880286	1900289	-0.514746	0.00359946	0.721207	1	46.1401	57
SCAMP4	chr19	1900289	1940295	-0.514746	0.012403	1.42925	2	46.1401	57
CSNK1G2	chr19	1940295	1980301	-0.514746	0.0034745	1.89121	2	46.1401	57
BTBD2	chr19	2000304	2020307	-0.514746	0.00704894	0.697882	1	46.1401	57
MKNK2	chr19	2020307	2040310	-0.514746	0.00894866	0.927846	1	46.1401	57
ZNF626	chr19	20803161	20863170	-0.753914	0.0130348	2.42954	3	14.2231	20
ZNF66	chr19	20943182	21003191	-0.753914	0.00883847	1.90149	3	14.2231	20
ZNF85	chr19	21103206	21143212	-0.753914	0.00925164	1.52541	2	14.2231	20
ZNF430	chr19	21223224	21243227	-0.753914	0.00179973	0.802621	1	14.2231	20
HAO1	chr20	7860689	7940696	-0.459987	0.01088	2.48018	3	21.8851	27
TMX4	chr20	7940696	8000701	-0.459987	0.00682559	2.61391	3	21.8851	27
PLCB1	chr20	8120712	8180717	-0.459987	0.00779575	2.36689	3	21.8851	27
RALGAPA2	chr20	20461792	20601805	-0.59041	0.00694192	5.04992	6	5.04992	6
NRIP1	chr21	16323356	16403373	-4.05799	0.00510377	3.16855	4	4.1638	5
MIR99AHG	chr21	17423582	17483595	-0.545188	0.00487457	1.48449	2	4.72414	6
MIR99AHG	chr21	17623623	17763652	-3.68839	0.0039971	4.00575	5	4.00575	5
MIR6130	chr21	24445026	24465030	-0.838447	0.00174965	0.994901	1	15.2947	20
D21S2088E	chr21	24745087	24765091	-4.57583	0	0.562813	1	4.39717	5
LINC01684	chr21	25805305	25925330	-0.491769	0.00288168	2.84282	4	20.4693	25
LINC01692	chr21	26205388	26385425	-0.491769	0.00509598	5.69118	7	20.4693	25
DSCR8	chr21	39508122	39528126	-0.418614	0.0177964	0.928203	1	3.54797	5
KCNJ15	chr21	39588139	39648151	-0.418614	0.0061921	2.07828	3	3.54797	5
DUXAP8	chr22	16141437	16201442	-1.49896	0.00606472	2.82727	3	7.05328	9
PSLNR	chr22	16201442	16241446	-1.49896	0.00893979	1.42536	2	7.05328	9
OR11H1	chr22	16441463	16461465	0.413334	0.00514949	0.697152	1	25.7642	33
CCT8L2	chr22	17061519	17081520	0.413334	0.00894955	0.952233	1	25.7642	33
TPTEP1	chr22	17101522	17141526	0.413334	0.0125216	1.82514	2	25.7642	33
ANKRD62P1-PARP4P3	chr22	17141526	17161528	0.413334	0.00714929	0.818273	1	25.7642	33
LINC01665	chr22	17221533	17241535	0.413334	0.0174983	0.997575	1	25.7642	33
XKR3	chr22	17261536	17281538	0.413334	0.00719928	0.997549	1	25.7642	33
TTC28	chr22	28542540	28962578	-0.461645	0.00601885	13.881	18	13.881	18
SBF1	chr22	50904530	50924532	-0.417016	0.0105489	0.728668	1	12.3917	15
LMF2	chr22	50924532	50964535	-0.417016	0.0088039	1.65731	2	12.3917	15
KLHDC7B	chr22	50964535	51004539	-0.417016	0.00803824	1.8357	2	12.3917	15
CHKB-DT	chr22	51004539	51044542	-0.417016	0.00872154	1.94039	2	12.3917	15
ARSA	chr22	51064544	51084546	-0.417016	0.00534947	0.936846	1	12.3917	15
SHANK3	chr22	51104548	51184555	-0.417016	0.00993041	2.99586	4	12.3917	15
RPL23AP82	chr22	51184555	51244560	-0.417016	0.00680029	2.29698	3	12.3917	15
MIR651	chrX	8079509	8099508	0.406634	0.0229511	0.99315	1	67.781	89
ANOS1	chrX	8479485	8719470	0.406634	0.0111126	6.5645	9	67.781	89
FAM9A	chrX	8739469	8759468	0.406634	0.0107005	0.925225	1	67.781	89
TBL1X	chrX	9439427	9699411	0.406634	0.016666	8.77356	11	67.781	89
GPR143	chrX	9699411	9739408	0.406634	0.0156498	1.38902	2	67.781	89
SHROOM2	chrX	9739408	9919397	0.406634	0.0108631	5.90322	8	67.781	89
CLDN34	chrX	9919397	9939396	0.406634	0.00890045	0.590327	1	67.781	89
WWC3	chrX	9999393	10119385	0.406634	0.00998629	4.57293	6	67.781	89
CLCN4	chrX	10119385	10199380	0.406634	0.0117121	3.31406	4	67.781	89
MID1	chrX	10399368	10439366	0.406634	0.0107096	1.4642	2	67.781	89
DMD	chrX	32078050	32218042	-0.610819	0.00366824	4.75298	6	4.75298	6
DMD	chrX	32618017	32917999	0.437706	0.00764687	8.03085	9	8.03085	9
PBDC1	chrX	75395416	75415415	0.43211	0.00885044	0.887546	1	47.6022	61
MAGEE1	chrX	75635402	75655400	0.43211	0.00715072	0.918512	1	47.6022	61
MIR325HG	chrX	75875387	76235365	0.43211	0.00988384	13.2022	16	47.6022	61
ATRX	chrX	76755334	76815330	0.43211	0.00853725	2.74496	3	47.6022	61
TGIF2LX	chrX	89174578	89194577	-4.4319	0.00710036	0.590228	1	3.38588	5
IL1RAPL2	chrX	104813627	104993617	0.616673	0.011291	4.77733	6	10.7177	13
NRK	chrX	105053613	105173606	0.616673	0.00650044	3.95357	5	10.7177	13
SERPINA7	chrX	105273599	105293598	-1.07384	0.00885044	0.991967	1	7.57913	9
PWWP3B	chrX	105393592	105413591	-1.07384	0.00345017	0.548995	1	7.57913	9
SPRY3	chrX	154970578	154990577	-0.402525	0.00715036	0.992652	1	8.25728	10
VAMP7	chrX	155110569	155170566	-0.402525	0.00718453	2.72948	3	8.25728	10
IL9R	chrX	155210563	155250561	-0.402525	0.00585608	1.37923	2	8.25728	10
PPP2R3B	chrY	279970	299968	0.682111	0.00180018	0.913075	1	28.521	34
SHOX	chrY	519944	579938	0.682111	0.0076434	2.46563	3	28.521	34
CRLF2	chrY	1259864	1299860	0.597949	0.00707573	1.6274	2	8.17084	10
CSF2RA	chrY	1319857	1379851	0.597949	0.00706002	2.45951	3	8.17084	10
IL3RA	chrY	1419847	1459842	0.634862	0.0106013	1.82617	2	33.2034	40
ASMTL	chrY	1459842	1539834	0.634862	0.0041613	2.4993	3	33.2034	40
P2RY8	chrY	1539834	1619825	0.634862	0.00846559	3.25784	4	33.2034	40
ASMT	chrY	1659821	1719814	0.634862	0.00629085	2.5466	3	33.2034	40
DHRSX	chrY	2079775	2279753	0.634862	0.0102881	8.15236	10	33.2034	40
CD99P1	chrY	2459734	2539725	0.453303	0.00724688	3.44772	4	7.52841	9
CD99	chrY	2539725	2619717	0.453303	0.00970481	3.26701	4	7.52841	9
XGY2	chrY	2619717	2639714	0.453303	0.00355053	0.813678	1	7.52841	9
PCDH11Y	chrY	4859474	5119446	0.470716	0.00581486	7.58463	9	7.58463	9
PCDH11Y	chrY	5259430	5399415	-4.15184	0.00144532	3.46212	5	3.46212	5
PRKY	chrY	7159225	7199220	-0.423479	0.00264867	1.64272	2	7.8844	9
TTTY16	chrY	7559181	7579179	-4.76577	0.00180018	0.921129	1	6.08719	7
TTTY12	chrY	7659170	7679168	-12.1076	0	0.995736	1	4.67026	5
LINC00279	chrY	8499079	8519077	-12.1649	0	0.816832	1	6.54944	8
TTTY19	chrY	8559073	8579071	-12.1946	0	0.819828	1	4.26581	5
TTTY11	chrY	8639064	8659062	-12.1946	0	0.995736	1	4.26581	5
TTTY11	chrY	8659062	8679060	-0.816702	0.00355036	0.999202	1	7.80157	9
RBMY1A3P	chrY	9139010	9179006	-12.2032	0	1.73747	2	5.01363	6
TSPY4	chrY	9179006	9219001	-12.2032	0	1.63344	2	5.01363	6
TSPY4	chrY	9219001	9378984	-12.2454	0	5.82934	7	6.64917	8
TTTY2	chrY	9578962	9598960	-12.1282	0	0.816732	1	5.15128	6
TTTY1	chrY	9598960	9618958	-12.1282	0	0.816732	1	5.15128	6
TTTY22	chrY	9618958	9658954	-12.1282	0	1.73522	2	5.15128	6
UTY	chrY	15378334	15478323	-10.4789	0	4.58266	5	6.36527	7
FAM224B	chrY	19677868	19697866	-2.64666	0.00360036	0.813665	1	4.51161	5
HSFY2	chrY	20717755	20937731	-12.0001	0	8.82872	9	9.70977	10
TTTY14	chrY	21117712	21257697	-0.45054	0.00361592	6.34918	7	8.19405	9
CD24	chrY	21257697	21297692	-0.45054	0.00180023	1.84487	2	8.19405	9
RBMY2EP	chrY	23557447	23577445	-3.03574	0.00180018	0.918479	1	9.0466	10
RBMY1D	chrY	23657436	23697432	-11.0156	0	1.83426	2	9.06707	10
TTTY13	chrY	23737428	23757426	-11.0156	0	0.819828	1	9.06707	10
RBMY1E	chrY	24017397	24077391	-9.00436	0.00116729	2.75033	3	6.39289	7
RBMY1F	chrY	24557339	24577337	-10.1746	0	0.997506	1	4.36844	5
LOC101929148	chrY	24577337	24637330	-10.1746	0.000600802	2.44717	3	4.36844	5
PRY	chrY	24637330	24657328	-10.1746	0	0.923763	1	4.36844	5
TTTY4	chrY	25077283	25117278	-7.55477	0.00167049	1.83699	2	4.60292	5
CDY1	chrY	26177163	26197161	-5.26224	0.00180018	0.999215	1	4.86276	5
BPY2	chrY	27157057	27217051	-10.5585	0.000867609	1.84731	2	6.60736	7
TTTY4	chrY	27217051	27257046	-10.5585	0	1.84736	2	6.60736	7
SPRY3	chrY	59093596	59133592	1.02385	0.00466785	1.87851	2	17.6308	19
VAMP7	chrY	59213583	59293574	1.02385	0.00771411	3.91628	4	17.6308	19
IL9R	chrY	59313572	59353568	1.02385	0.00263146	1.64595	2	17.6308	19
